PROV,Medicaid Days,SSI Days,Insured Low Income Days,Factor 3,Total Uncompensated Care Payment Amount,Claims Average,Estimated Per Claim Amount,Projected to Receive DSH for FY 2015
170009,791,113,904,0.000024749,"$189,274",655,$288.82,YES
170010,745,67,812,0.000022231,N/A,N/A,N/A,NO
170012,4615,682,5297,0.000145019,N/A,3151,$351.93,SCH
170013,2034,474,2508,0.000068663,N/A,N/A,N/A,NO
170014,848,108,956,0.000026173,"$200,161",632,$316.88,YES
170016,5842,963,6805,0.000186304,"$1,424,787",3911,$364.33,YES
170017,915,97,1012,0.000027706,"$211,886",664,$319.11,YES
170020,3246,625,3871,0.000105978,N/A,N/A,N/A,NO
170023,2881,250,3131,0.000085719,N/A,998,$656.86,SCH
170027,363,32,395,0.000010814,N/A,647,$127.89,SCH
170039,288,11,299,0.000008186,"$62,603",190,$330.07,YES
170040,34340,4492,38832,0.001063124,"$8,130,396",8247,$985.90,YES
170049,4985,851,5836,0.000159775,"$1,221,904",4160,$293.70,YES
170058,959,204,1163,0.000031840,N/A,N/A,N/A,NO
170068,1552,138,1690,0.000046268,N/A,447,$791.00,SCH
170074,1140,89,1229,0.000033647,N/A,N/A,N/A,NO
170075,31,5,36,0.000000986,N/A,N/A,N/A,NO
170086,21729,3078,24807,0.000679154,"$5,193,931",8208,$632.79,YES
170094,305,82,387,0.000010595,N/A,440,$184.29,SCH
170103,1664,166,1830,0.000050101,"$383,154",1168,$328.14,YES
170104,10602,1202,11804,0.000323164,"$2,471,446",5920,$417.47,YES
170105,377,20,397,0.000010869,N/A,N/A,N/A,NO
170109,56,11,67,0.000001834,N/A,N/A,N/A,NO
170110,185,7,192,0.000005256,N/A,N/A,N/A,NO
170120,1516,247,1763,0.000048267,N/A,1180,$312.82,SCH
170122,32947,5699,38646,0.001058032,"$8,091,453",12144,$666.27,YES
170123,39378,1807,41185,0.001127543,"$8,623,052",6578,"$1,310.83",YES
170133,1732,328,2060,0.000056398,"$431,310",615,$700.94,YES
170137,2825,404,3229,0.000088402,N/A,2363,$286.07,SCH
170142,2261,255,2516,0.000068882,"$526,784",1989,$264.85,YES
170145,1164,273,1437,0.000039342,"$300,870",1203,$250.10,YES
170146,5928,1242,7170,0.000196297,"$1,501,209",3099,$484.42,YES
170150,670,73,743,0.000020342,"$155,565",440,$353.82,YES
170166,32,51,83,0.000002272,N/A,N/A,N/A,NO
170175,2026,173,2199,0.000060203,N/A,785,$586.51,SCH
170176,13966,385,14351,0.000392895,"$3,004,721",1957,"$1,535.63",YES
170180,1,0,1,0.000000027,N/A,N/A,N/A,NO
170182,1522,134,1656,0.000045337,N/A,N/A,N/A,NO
170183,23,23,46,0.000001259,N/A,N/A,N/A,NO
170185,1452,116,1568,0.000042928,N/A,N/A,N/A,NO
170186,138,92,230,0.000006297,N/A,N/A,N/A,NO
170187,13,2,15,0.000000411,N/A,N/A,N/A,NO
170188,0,0,0,,N/A,N/A,N/A,NO
170190,12,14,26,0.000000712,N/A,N/A,N/A,NO
170191,576,146,722,0.000019767,N/A,N/A,N/A,NO
170192,0,180,180,0.000004928,N/A,N/A,N/A,NO
170194,8,44,52,0.000001424,"$10,887",130,$83.96,YES
170195,1,17,18,0.000000493,N/A,N/A,N/A,NO
170196,137,86,223,0.000006105,N/A,N/A,N/A,NO
170197,235,153,388,0.000010622,N/A,N/A,N/A,NO
170198,9,1,10,0.000000274,N/A,N/A,N/A,NO
170199,0,11,11,0.000000301,"$2,303",49,$47.32,YES
170200,432,34,466,0.000012758,N/A,N/A,N/A,NO
170201,0,0,0,,N/A,N/A,N/A,NO
170202,334,108,442,0.000012101,N/A,N/A,N/A,NO
170203,,,,,N/A,N/A,N/A,NO
180001,2895,1788,4683,0.000128209,"$980,497",2722,$360.17,YES
180002,3550,910,4460,0.000122104,"$933,806",1528,$611.26,YES
180004,2538,679,3217,0.000088074,"$673,555",923,$729.75,YES
180005,5493,1143,6636,0.000181677,"$1,389,403",1919,$724.15,YES
180009,21827,5469,27296,0.000747297,"$5,715,062",9415,$607.02,YES
180010,6304,3979,10283,0.000281523,"$2,152,989",8077,$266.55,YES
180011,8646,3025,11671,0.000319523,"$2,443,599",3180,$768.43,YES
180012,8643,3241,11884,0.000325355,"$2,488,196",5516,$451.06,YES
180013,17481,5867,23348,0.000639211,"$4,888,455",7395,$661.05,YES
180016,544,375,919,0.000025160,"$192,414",932,$206.45,YES
180017,5879,1436,7315,0.000200267,"$1,531,568",2403,$637.27,YES
180018,4375,1823,6198,0.000169686,"$1,297,698",1932,$671.57,YES
180019,2280,446,2726,0.000074631,"$570,752",1087,$525.07,YES
180020,2854,1066,3920,0.000107320,"$820,745",1102,$745.00,YES
180021,1648,1244,2892,0.000079176,"$605,508",1319,$459.07,YES
180024,1699,433,2132,0.000058369,"$446,385",690,$647.25,YES
180025,1470,268,1738,0.000047582,"$363,891",1114,$326.65,YES
180027,3483,879,4362,0.000119421,"$913,288",2089,$437.12,YES
180029,11411,4035,15446,0.000422873,"$3,233,985",4159,$777.52,YES
180035,21372,4234,25606,0.000701029,"$5,361,221",9116,$588.11,YES
180036,4869,1543,6412,0.000175545,"$1,342,504",3014,$445.47,YES
180038,14598,3887,18485,0.000506074,N/A,7560,$511.92,SCH
180040,74779,9750,84529,0.002314195,"$17,698,142",13221,"$1,338.64",YES
180043,3078,1436,4514,0.000123582,"$945,112",1170,$808.02,YES
180044,11572,3155,14727,0.000403189,N/A,4946,$623.42,SCH
180045,3818,1332,5150,0.000140994,"$1,078,274",2872,$375.49,YES
180046,1415,162,1577,0.000043174,"$330,182",359,$919.73,YES
180048,5364,2390,7754,0.000212285,"$1,623,483",3180,$510.53,YES
180049,4379,902,5281,0.000144581,"$1,105,702",1292,$855.59,YES
180050,4199,1232,5431,0.000148687,"$1,137,108",1830,$621.48,YES
180051,6293,1636,7929,0.000217076,"$1,660,123",2662,$623.72,YES
180053,567,500,1067,0.000029212,"$223,402",679,$329.18,YES
180056,5896,1223,7119,0.000194901,"$1,490,531",2097,$710.90,YES
180064,1791,668,2459,0.000067321,"$514,850",890,$578.27,YES
180066,466,528,994,0.000027213,"$208,117",778,$267.62,YES
180067,71636,9491,81127,0.002221057,"$16,985,853",8458,"$2,008.34",YES
180069,2357,778,3135,0.000085829,"$656,386",1199,$547.29,YES
180070,2180,679,2859,0.000078272,"$598,599",1123,$532.88,YES
180078,3139,980,4119,0.000112768,"$862,410",1120,$770.24,YES
180079,1295,260,1555,0.000042572,"$325,576",785,$414.57,YES
180080,11778,2947,14725,0.000403134,"$3,083,026",3373,$913.94,YES
180087,2336,829,3165,0.000086650,"$662,667",1436,$461.57,YES
180088,113673,10849,124522,0.003409105,"$26,071,621",17572,"$1,483.70",YES
180092,2010,565,2575,0.000070497,"$539,137",991,$543.85,YES
180093,4892,1832,6724,0.000184086,N/A,3473,$405.32,SCH
180095,472,398,870,0.000023818,"$182,155",680,$267.88,YES
180101,1196,395,1591,0.000043558,"$333,113",700,$476.10,YES
180102,4733,1936,6669,0.000182581,"$1,396,313",5198,$268.61,YES
180103,17820,2905,20725,0.000567399,"$4,339,268",6201,$699.77,YES
180104,9940,2467,12407,0.000339673,"$2,597,698",6562,$395.89,YES
180105,1388,1485,2873,0.000078656,"$601,530",1127,$533.74,YES
180106,912,835,1747,0.000047829,"$365,776",849,$431.00,YES
180115,398,388,786,0.000021519,"$164,568",555,$296.34,YES
180116,3004,1079,4083,0.000111782,"$854,872",1865,$458.38,YES
180117,702,196,898,0.000024585,"$188,018",471,$399.47,YES
180124,1146,644,1790,0.000049006,N/A,N/A,N/A,NO
180127,4600,547,5147,0.000140912,"$1,077,646",1746,$617.09,YES
180128,2409,982,3391,0.000092837,"$709,986",1084,$654.77,YES
180130,7176,2409,9585,0.000262414,N/A,N/A,N/A,NO
180132,12646,4978,17624,0.000482502,"$3,690,001",5221,$706.72,YES
180138,2695,351,3046,0.000083392,"$637,752",1051,$606.61,YES
180139,1842,1147,2989,0.000081831,"$625,818",1307,$478.70,YES
180141,34924,4285,39209,0.001073446,"$8,209,330",3893,"$2,108.56",YES
180143,11736,975,12711,0.000347996,"$2,661,348",2170,"$1,226.24",YES
180149,1255,554,1809,0.000049526,"$378,757",636,$595.84,YES
190001,3813,741,4554,0.000124677,"$953,487",800,"$1,192.36",YES
190002,16315,3947,20262,0.000554723,"$4,242,328",6254,$678.37,YES
190003,3046,677,3723,0.000101927,"$779,498",938,$830.73,YES
190004,3696,1638,5334,0.000146032,"$1,116,799",3198,$349.22,YES
190005,23953,1679,25632,0.000701741,"$5,366,664",869,"$6,173.31",YES
190006,6551,374,6925,0.000189589,"$1,449,912",376,"$3,859.57",YES
190007,780,637,1417,0.000038794,N/A,966,$307.12,SCH
190008,15418,3306,18724,0.000512617,"$3,920,312",3855,"$1,017.03",YES
190009,2001,156,2157,0.000059053,"$451,619",165,"$2,737.08",YES
190011,8814,670,9484,0.000259648,"$1,985,699",454,"$4,377.00",YES
190013,1622,559,2181,0.000059710,"$456,644",1534,$297.75,YES
190014,4859,780,5639,0.000154382,N/A,1098,"$1,075.61",SCH
190015,8899,5231,14130,0.000386844,"$2,958,449",4372,$676.63,YES
190017,11037,3202,14239,0.000389829,"$2,981,271",2979,"$1,000.65",YES
190019,10354,3798,14152,0.000387447,"$2,963,055",4867,$608.85,YES
190020,4189,1268,5457,0.000149399,"$1,142,552",1506,$758.50,YES
190025,3307,803,4110,0.000112522,"$860,526",742,"$1,160.26",YES
190026,33122,5743,38865,0.001064028,"$8,137,305",5660,"$1,437.77",YES
190027,2940,1822,4762,0.000130372,"$997,037",3427,$290.91,YES
190034,1557,408,1965,0.000053797,"$411,419",729,$564.62,YES
190036,56395,8715,65110,0.001782551,"$13,632,316",7658,"$1,780.22",YES
190039,15062,3666,18728,0.000512726,"$3,921,149",3056,"$1,282.96",YES
190040,6156,1206,7362,0.000201553,"$1,541,409",2144,$718.83,YES
190041,19932,2607,22539,0.000617062,"$4,719,072",4205,"$1,122.25",YES
190044,4017,686,4703,0.000128757,"$984,684",1233,$798.82,YES
190045,9133,1640,10773,0.000294938,"$2,255,582",3439,$655.88,YES
190046,21997,3881,25878,0.000708476,"$5,418,170",2620,"$2,067.74",YES
190050,1684,395,2079,0.000056918,"$435,288",937,$464.72,YES
190053,2743,598,3341,0.000091468,"$699,517",1670,$418.79,YES
190054,2683,761,3444,0.000094288,"$721,083",1722,$418.75,YES
190060,18506,2212,20718,0.000567208,"$4,337,803",3643,"$1,190.83",YES
190064,28127,7217,35344,0.000967631,"$7,400,101",8118,$911.57,YES
190065,20325,5980,26305,0.000720166,"$5,507,573",5813,$947.46,YES
190079,594,440,1034,0.000028308,"$216,492",362,$598.05,YES
190081,1061,533,1594,0.000043640,"$333,742",679,$491.28,YES
190086,6496,1692,8188,0.000224167,"$1,714,351",2428,$706.17,YES
190088,264,211,475,0.000013004,"$99,452",550,$180.71,YES
190090,928,308,1236,0.000033839,"$258,786",593,$436.16,YES
190098,46380,3701,50081,0.001371094,"$10,485,640",2883,"$3,637.06",YES
190099,1002,769,1771,0.000048486,"$370,801",866,$428.01,YES
190102,6056,2550,8606,0.000235611,"$1,801,869",4446,$405.25,YES
190106,890,389,1279,0.000035016,"$267,789",471,$568.55,YES
190111,24811,6812,31623,0.000865760,"$6,621,022",11403,$580.66,YES
190114,1282,760,2042,0.000055905,"$427,541",848,$504.37,YES
190116,1128,488,1616,0.000044242,"$338,348",733,$461.38,YES
190118,323,436,759,0.000020780,"$158,915",518,$306.59,YES
190125,23725,4587,28312,0.000775113,"$5,927,786",5637,"$1,051.65",YES
190128,34230,101,34331,0.000939898,"$7,188,006",181,"$39,786.01",YES
190133,53,42,95,0.000002601,"$19,890",92,$216.99,YES
190140,598,324,922,0.000025242,"$193,042",707,$273.04,YES
190144,5333,1062,6395,0.000175079,"$1,338,944",1606,$833.89,YES
190145,567,280,847,0.000023189,"$177,339",451,$393.50,YES
190146,9291,2612,11903,0.000325875,"$2,492,174",4843,$514.59,YES
190151,509,263,772,0.000021135,"$161,636",359,$449.82,YES
190160,10945,3161,14106,0.000386187,"$2,953,424",4721,$625.59,YES
190164,2290,886,3176,0.000086951,"$664,971",1725,$385.56,YES
190167,5498,2157,7655,0.000209575,"$1,602,755",1891,$847.72,YES
190175,1530,497,2027,0.000055494,"$424,400",627,$677.23,YES
190176,29297,3940,33237,0.000909947,"$6,958,951",2876,"$2,419.66",YES
190177,6593,1079,7672,0.000210040,"$1,606,314",1895,$847.51,YES
190183,6476,351,6827,0.000186906,"$1,429,394",632,"$2,261.70",YES
190184,410,209,619,0.000016947,"$129,602",248,$522.59,YES
190190,0,366,366,0.000010020,"$76,631",339,$226.27,YES
190199,0,26,26,0.000000712,"$5,444",12,$441.38,YES
190201,6686,241,6927,0.000189644,"$1,450,331",350,"$4,143.80",YES
190202,8019,1079,9098,0.000249081,"$1,904,881",1304,"$1,460.43",YES
190204,4607,858,5465,0.000149618,"$1,144,227",1173,$975.75,YES
190205,35565,2243,37808,0.001035090,"$7,915,998",2194,"$3,608.02",YES
190208,417,351,768,0.000021026,"$160,799",320,$502.50,YES
190218,744,220,964,0.000026392,"$201,836",471,$428.22,YES
190236,4061,1265,5326,0.000145813,"$1,115,124",3169,$351.85,YES
190241,0,8,8,0.000000219,N/A,N/A,N/A,NO
190242,922,447,1369,0.000037480,"$286,632",738,$388.57,YES
190245,0,13,13,0.000000356,N/A,N/A,N/A,NO
190246,16,65,81,0.000002218,N/A,N/A,N/A,NO
190250,280,352,632,0.000017303,N/A,N/A,N/A,NO
190251,4,4,8,0.000000219,N/A,N/A,N/A,NO
190255,0,0,0,,N/A,N/A,N/A,NO
190256,0,7,7,0.000000192,"$1,466",16,$89.73,YES
190257,36,36,72,0.000001971,N/A,N/A,N/A,NO
190259,8,55,63,0.000001725,N/A,N/A,N/A,NO
190261,24,3,27,0.000000739,N/A,N/A,N/A,NO
190263,27,242,269,0.000007365,N/A,N/A,N/A,NO
190266,0,24,24,0.000000657,N/A,N/A,N/A,NO
190267,0,12,12,0.000000329,N/A,N/A,N/A,NO
190268,0,2,2,0.000000055,N/A,N/A,N/A,NO
190270,11,107,118,0.000003231,N/A,N/A,N/A,NO
190274,8056,855,8911,0.000243961,"$1,865,728",1041,"$1,791.67",YES
190278,0,33,33,0.000000903,N/A,N/A,N/A,NO
190297,255,14,269,0.000007365,"$56,322",228,$247.02,YES
190298,17,134,151,0.000004134,N/A,N/A,N/A,NO
190300,0,0,0,,N/A,N/A,N/A,NO
190303,1,101,102,0.000002793,"$21,356",173,$123.68,YES
190304,5,0,5,0.000000137,N/A,N/A,N/A,NO
190307,18,14,32,0.000000876,"$6,700",10,$670.00,YES
190308,299,8,307,0.000008405,"$64,278",334,$192.45,YES
190310,,,,,N/A,N/A,N/A,NO
200001,1873,889,2762,0.000075617,"$578,290",2307,$250.67,YES
200008,5729,988,6717,0.000183895,"$1,406,363",2605,$539.87,YES
200009,35385,3571,38956,0.001066519,"$8,156,358",9838,$829.04,YES
200018,1891,347,2238,0.000061271,"$468,578",1113,$420.88,YES
200019,2804,562,3366,0.000092153,"$704,752",2548,$276.55,YES
200020,957,164,1121,0.000030690,N/A,N/A,N/A,NO
200021,3396,792,4188,0.000114657,"$876,857",1890,$463.86,YES
200024,7684,1591,9275,0.000253927,"$1,941,940",3983,$487.60,YES
200025,214,96,310,0.000008487,N/A,N/A,N/A,NO
200031,1300,562,1862,0.000050977,"$389,854",1009,$386.38,YES
200032,0,0,0,,N/A,N/A,N/A,NO
200033,25059,3200,28259,0.000773662,"$5,916,689",7902,$748.76,YES
200034,8298,897,9195,0.000251736,"$1,925,190",1762,"$1,092.41",YES
200037,1645,344,1989,0.000054454,N/A,1109,$375.51,SCH
200039,10471,2172,12643,0.000346134,"$2,647,111",4254,$622.22,YES
200040,1015,205,1220,0.000033401,"$255,436",1066,$239.55,YES
200041,1335,165,1500,0.000041066,N/A,N/A,N/A,NO
200050,1637,427,2064,0.000056507,N/A,N/A,N/A,NO
200052,811,210,1021,0.000027952,N/A,632,$338.07,SCH
200063,4041,646,4687,0.000128318,N/A,1743,$562.91,SCH
220001,5730,946,6676,0.000182772,"$1,397,778",2049,$682.18,YES
220002,4724,1240,5964,0.000163280,"$1,248,704",3850,$324.31,YES
220008,4105,910,5015,0.000137298,"$1,050,009",3033,$346.23,YES
220010,14156,3182,17338,0.000474672,"$3,630,120",3968,$914.77,YES
220011,14737,2672,17409,0.000476615,"$3,644,985",2988,"$1,220.01",YES
220012,6916,1206,8122,0.000222360,N/A,N/A,N/A,NO
220015,3432,802,4234,0.000115916,"$886,488",3029,$292.63,YES
220016,5370,1433,6803,0.000186249,"$1,424,369",1595,$893.02,YES
220017,7750,1932,9682,0.000265069,"$2,027,155",2104,$963.32,YES
220019,3260,408,3668,0.000100421,"$767,982",1399,$549.08,YES
220020,5357,2531,7888,0.000215954,"$1,651,539",2872,$575.12,YES
220024,6007,1840,7847,0.000214831,"$1,642,955",2387,$688.39,YES
220029,3782,492,4274,0.000117012,"$894,863",2901,$308.43,YES
220030,1270,370,1640,0.000044899,"$343,373",1445,$237.63,YES
220031,55893,8242,64135,0.001755858,"$13,428,177",6592,"$2,037.14",YES
220033,14300,2246,16546,0.000452989,"$3,464,296",6033,$574.19,YES
220035,16998,4279,21277,0.000582512,"$4,454,842",8010,$556.14,YES
220036,11319,3223,14542,0.000398124,"$3,044,711",3917,$777.24,YES
220046,12340,1618,13958,0.000382136,"$2,922,437",5629,$519.14,YES
220049,3898,605,4503,0.000123281,"$942,809",1549,$608.79,YES
220050,389,83,472,0.000012922,"$98,824",537,$184.03,YES
220052,11211,2282,13493,0.000369405,"$2,825,078",3729,$757.53,YES
220058,233,153,386,0.000010568,"$80,818",349,$231.57,YES
220060,5653,650,6303,0.000172561,"$1,319,682",4520,$291.97,YES
220062,10354,4214,14568,0.000398836,"$3,050,155",3074,$992.24,YES
220063,16214,2591,18805,0.000514834,"$3,937,271",4144,$950.11,YES
220065,1021,376,1397,0.000038246,"$292,495",1318,$221.92,YES
220066,22024,2481,24505,0.000670886,"$5,130,700",4108,"$1,249.05",YES
220067,3071,797,3868,0.000105896,"$809,857",2370,$341.66,YES
220070,6244,1404,7648,0.000209383,"$1,601,289",5857,$273.40,YES
220071,46376,7859,54235,0.001484820,"$11,355,378",17295,$656.57,YES
220073,5537,1084,6621,0.000181267,"$1,386,263",3425,$404.71,YES
220074,41441,10732,52173,0.001428368,"$10,923,650",16879,$647.19,YES
220075,550,72,622,0.000017029,N/A,N/A,N/A,NO
220077,54224,9409,63633,0.001742114,"$13,323,071",11180,"$1,191.69",YES
220080,14850,2539,17389,0.000476068,"$3,640,798",4164,$874.42,YES
220083,347,160,507,0.000013880,N/A,N/A,N/A,NO
220084,1208,290,1498,0.000041012,N/A,N/A,N/A,NO
220086,31626,6720,38346,0.001049819,"$8,028,641",10841,$740.60,YES
220088,0,264,264,0.000007228,N/A,N/A,N/A,NO
220090,4035,624,4659,0.000127552,N/A,N/A,N/A,NO
220095,4140,927,5067,0.000138722,"$1,060,896",1525,$695.67,YES
220098,209,96,305,0.000008350,N/A,N/A,N/A,NO
220100,13870,1672,15542,0.000425502,"$3,254,085",9300,$349.91,YES
220101,3563,986,4549,0.000124540,N/A,N/A,N/A,NO
220105,2244,696,2940,0.000080490,N/A,N/A,N/A,NO
220108,1031,419,1450,0.000039697,N/A,N/A,N/A,NO
220110,43416,7272,50688,0.001387712,"$10,612,730",13367,$793.97,YES
220111,19997,2543,22540,0.000617089,"$4,719,281",5476,$861.76,YES
220116,28174,3682,31856,0.000872139,"$6,669,806",5590,"$1,193.10",YES
220119,2943,1207,4150,0.000113617,"$868,900",2991,$290.51,YES
220126,3946,1018,4964,0.000135902,N/A,N/A,N/A,NO
220135,2957,707,3664,0.000100311,"$767,145",3557,$215.67,YES
220153,0,0,0,,N/A,N/A,N/A,NO
220154,0,0,0,,N/A,N/A,N/A,NO
220162,348,181,529,0.000014483,N/A,N/A,N/A,NO
220163,49005,6630,55635,0.001523149,"$11,648,501",11922,$977.03,YES
220171,4969,1807,6776,0.000185510,N/A,N/A,N/A,NO
220174,1477,617,2094,0.000057329,"$438,428",1736,$252.55,YES
220175,8168,1254,9422,0.000257951,"$1,972,718",4982,$395.97,YES
220176,11506,2538,14044,0.000384490,"$2,940,443",4208,$698.77,YES
220177,400,5,405,0.000011088,"$84,796",147,$578.16,YES
230002,4504,1973,6477,0.000177324,N/A,N/A,N/A,NO
230003,0,157,157,0.000004298,"$32,872",531,$61.91,YES
230004,3055,1787,4842,0.000132562,N/A,N/A,N/A,NO
230005,3431,588,4019,0.000110030,"$841,473",1677,$501.67,YES
230013,1135,568,1703,0.000046624,"$356,563",705,$505.76,YES
230015,833,160,993,0.000027186,"$207,908",621,$334.98,YES
230017,35266,3134,38400,0.001051297,"$8,039,947",6844,"$1,174.69",YES
230019,20588,6177,26765,0.000732760,"$5,603,885",12961,$432.38,YES
230020,39983,9119,49102,0.001344291,"$10,280,663",12327,$833.97,YES
230021,14179,3227,17406,0.000476533,"$3,644,357",6716,$542.61,YES
230022,1896,294,2190,0.000059957,"$458,528",1601,$286.40,YES
230024,32571,8540,41111,0.001125518,"$8,607,559",7111,"$1,210.51",YES
230029,15396,3402,18798,0.000514643,"$3,935,805",7531,$522.59,YES
230030,3338,628,3966,0.000108579,"$830,376",1960,$423.73,YES
230031,1568,654,2222,0.000060833,N/A,N/A,N/A,NO
230035,2092,363,2455,0.000067212,"$514,012",1071,$479.94,YES
230036,2291,526,2817,0.000077122,N/A,2211,$266.80,SCH
230037,1978,377,2355,0.000064474,"$493,075",1203,$409.98,YES
230038,83744,6571,90315,0.002472601,"$18,909,578",14266,"$1,325.50",YES
230040,1350,230,1580,0.000043256,N/A,N/A,N/A,NO
230041,7620,2650,10270,0.000281167,"$2,150,267",7545,$284.98,YES
230046,77328,6382,83710,0.002291773,"$17,526,665",12426,"$1,410.45",YES
230047,10514,2162,12676,0.000347038,"$2,654,020",9574,$277.21,YES
230053,58575,12672,71247,0.001950567,"$14,917,242",11009,"$1,355.00",YES
230054,1117,1459,2576,0.000070525,N/A,3412,$158.07,SCH
230055,1366,478,1844,0.000050484,N/A,1444,$267.37,SCH
230058,1714,266,1980,0.000054208,N/A,1615,$256.64,SCH
230059,13792,2388,16180,0.000442968,"$3,387,665",5021,$674.70,YES
230066,10649,745,11394,0.000311940,"$2,385,603",1875,"$1,272.32",YES
230069,549,152,701,0.000019192,N/A,N/A,N/A,NO
230070,33282,4684,37966,0.001039415,"$7,949,079",10786,$736.98,YES
230071,0,132,132,0.000003614,N/A,N/A,N/A,NO
230072,6806,588,7394,0.000202429,"$1,548,108",1981,$781.35,YES
230075,7001,1535,8536,0.000233695,"$1,787,213",4324,$413.36,YES
230077,5934,2666,8600,0.000235447,"$1,800,613",5459,$329.84,YES
230078,228,113,341,0.000009336,"$71,396",330,$216.35,YES
230080,2698,456,3154,0.000086349,"$660,364",1620,$407.55,YES
230081,2382,468,2850,0.000078026,N/A,1877,$317.91,SCH
230085,1090,122,1212,0.000033182,"$253,761",351,$722.28,YES
230089,5279,2027,7306,0.000200020,"$1,529,684",4883,$313.25,YES
230092,15856,3237,19093,0.000522719,"$3,997,570",7457,$536.06,YES
230093,1889,232,2121,0.000058068,N/A,750,$592.37,SCH
230095,575,399,974,0.000026666,N/A,1442,$141.45,SCH
230096,1454,100,1554,0.000042545,"$325,367",673,$483.46,YES
230097,9600,2548,12148,0.000332582,N/A,10026,$253.68,SCH
230099,5660,1441,7101,0.000194408,"$1,486,762",3771,$394.26,YES
230100,965,134,1099,0.000030088,N/A,819,$280.84,SCH
230101,728,119,847,0.000023189,N/A,N/A,N/A,NO
230104,47303,7911,55214,0.001511623,"$11,560,355",6433,"$1,796.95",YES
230105,2682,804,3486,0.000095438,N/A,N/A,N/A,NO
230106,1889,259,2148,0.000058807,"$449,735",844,$533.07,YES
230108,836,152,988,0.000027049,N/A,552,$374.75,SCH
230110,1393,216,1609,0.000044050,N/A,951,$354.36,SCH
230117,11498,2460,13958,0.000382136,"$2,922,437",7695,$379.78,YES
230118,975,109,1084,0.000029677,N/A,715,$317.43,SCH
230121,2334,270,2604,0.000071291,"$545,209",1248,$436.98,YES
230130,35657,11811,47468,0.001299557,"$9,938,547",21138,$470.17,YES
230132,42656,4920,47576,0.001302513,"$9,961,159",3880,"$2,567.09",YES
230133,1199,91,1290,0.000035317,N/A,747,$361.57,SCH
230141,10943,4089,15032,0.000411539,"$3,147,304",9994,$314.91,YES
230142,7534,2554,10088,0.000276185,"$2,112,161",3675,$574.74,YES
230144,0,59,59,0.000001615,N/A,N/A,N/A,NO
230146,9756,2854,12610,0.000345231,"$2,640,201",6647,$397.18,YES
230151,11781,3682,15463,0.000423339,"$3,237,544",6130,$528.18,YES
